center,left,right,steering,throttle,brake,speed
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_392.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_392.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_392.jpg,0,0,0,1.427446E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_462.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_462.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_462.jpg,0,0,0,1.401331E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_547.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_547.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_547.jpg,0,0,0,1.150996E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_632.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_632.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_632.jpg,0,0,0,3.637121E-06
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_713.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_713.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_713.jpg,0,0,0,4.664692E-06
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_782.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_782.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_782.jpg,0,0,0,2.069296E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_867.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_867.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_867.jpg,0,0,0,1.01163E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_23_953.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_23_953.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_23_953.jpg,0,0,0,1.281538E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_038.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_038.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_038.jpg,0,0,0,1.318012E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_121.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_121.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_121.jpg,0,0,0,6.259764E-06
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_199.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_199.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_199.jpg,0,0,0,2.325022E-05
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_279.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_279.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_279.jpg,0,0,0,5.094995E-06
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_359.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_359.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_359.jpg,0,0,0,2.771279E-06
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_434.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_434.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_434.jpg,0,0,0,3.603502E-06
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_519.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_519.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_519.jpg,0,0.1681559,0,0.06398981
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_606.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_606.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_606.jpg,0,0.4180648,0,0.3705279
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_673.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_673.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_673.jpg,0,0.6298168,0,0.722183
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_754.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_754.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_754.jpg,0,0.8688719,0,1.445474
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_825.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_825.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_825.jpg,0,1,0,2.315033
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_895.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_895.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_895.jpg,0,1,0,3.249763
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_24_968.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_24_968.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_24_968.jpg,-0.1,0.9293739,0,4.155441
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_25_053.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_25_053.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_25_053.jpg,-0.3,0.673033,0,4.863109
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_25_132.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_25_132.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_25_132.jpg,-0.5000001,0.4366059,0,5.318799
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_25_202.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_25_202.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_25_202.jpg,-0.6500001,0.2274399,0,5.48652
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_12_40_25_288.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_12_40_25_288.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_12_40_25_288.jpg,-0.9000002,0,0,5.44833
